key,token
C1=CCCCC=COCC=CCCCCOC=C1,0
c1nnco1,0
Nc1ccn[nH]1,0
C[C@H]1CC=CCC1,0
NC1=NCCC(=O)N1,0
O=C1CCCCCN1,0
CF,0
Sc1nncs1,0
Cc1nncs1,0
N#CN,0
CC1CC[C@H](O)C(C)(C)C1,0
O[C@H]1[C@H](O)CCC[C@@H]1O,0
CCCCCCCCCCCCCCC=O,0
O=C1C=CNS(=O)(=O)N1,0
C[n+]1cscn1,0
[NH2+]=C1N=CCC(=O)N1,0
O=C1N=CCN1,0
[NH2+]=C1CC(=O)NC(=[NH2+])N1,0
Oc1cc(O)cc(O)c1,0
O=c1ccccn1O,0
O[C@@H]1C=NCC[C@@H]1O,0
NC1=CC(=O)NCC1,0
Nc1ccncc1,0
Cc1ccc(O)c(Br)c1,0
Fc1cncc(F)c1,0
O=[P@]1([O-])OCC[C@@H](O)CO[P@](=O)([O-])OCC[C@@H](O)CO1,0
O[C@H]1C=NCC[C@@H]1O,0
Cc1csc(=O)n1C,0
CC(C)CC[P@@](=O)([O-])CC=O,0
O=[P@]1([O-])OCCCO[P@](=O)([O-])OC[C@H](O)CCO1,0
C[N+](=O)[O-],0
CCCCCO,0
CCC(O)(O)C(F)(F)C=O,0
O[C@@H]1COC[C@H](O)C1,0
CC(C)CCC(N)=O,0
CC1(C)C=CCN1,0
O=C([O-])CC(F)F,0
C[C@H]1CCC=CS1(=O)=O,0
[NH3+]CC(=O)[O-],0
C#CC(C)(C)O,0
Cc1cc(C)[nH]n1,0
CC[C@@H](O)C[N@H+](C)NC(=O)CC(C)C,0
C[C@H]1CC=CNC1,0
Clc1ncncn1,0
C[C@H]1CC[C@@H](O)C1,0
Nc1ccc[nH]1,0
[H]N=CC,0
O=C1C=CCC=C1,0
CCCC[C@H](CN(O)C=O)C(=O)CC(C)C,0
O=CCCC[P@@](=O)([O-])O,0
O=C1CNC(=O)[C@H](O)CC=CC=CCC/C=C\N1,0
CC[C@@H](O)CCCC(C)C,0
CNC(=S)S,0
C[C@H]1NC(=O)NC1=O,0
O=c1cc[nH][nH]1,0
[NH3+]CCCCCC(=O)NO,0
C[C@H]([NH3+])[P@@](=O)([O-])C[C@@H](C)C=O,0
O[C@H]1C=CN=CNC1,0
Cc1cccc(Cl)c1,0
CC[C@H](C)CC(C)C,0
C=C(CC)CC(C)C,0
OC1COCOC1,0
C[C@@H](C=O)CC(=O)NO,0
CC1=CCCC=C1C,0
CC([P+](=O)(=O)[O-])[P+](=O)(=O)[O-],0
Nc1ccon1,0
C[N@@H+](CC[C@](C)(O)C=O)NC(=O)CC(C)(C)C,0
Nc1cc(=O)[nH]c(N)n1,0
CC[C@H](O)[C@@H](O)CC,0
[NH3+]O,0
CN1C=CNC1,0
CC(C)CC(N)=O,0
C[C@H]1C=CC=CC1,0
CCC(C)(C)C(=O)C=O,0
OC1CCCCC1O,0
C[C@H]1CC(=O)NC1=O,0
CC#N,0
Cn1ccn(C)c1=O,0
C[C@@H]1NC(=O)CNC(=O)[C@@H]([NH3+])CSSCCNC(=O)CNC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)CNC(=O)CNC1=O,0
C[C@H]1CCCOC1,0
C#CC(C)(C)C,0
C[C@@H](O)C(F)(F)F,0
O=c1cncc[nH]1,0
Cc1cccs1,0
C[N@H+](C[C@](C)(O)C=O)NC(=O)CC(C)(C)C,0
Cc1cncnc1Cl,0
Cc1cncc(=O)[nH]1,0
Fc1cccnc1,0
Fc1cccc(F)c1F,0
C[C@@H]1C(=O)OCCCCCCC/C=C/[C@H](C)COC1O,0
C[C@@H]1COC(O)C[C@H]1O,0
O=[P@@]1([O-])OCCCO[P@](=O)([O-])OC[C@H](O)CCO1,0
Oc1c(Cl)cccc1Cl,0
F[C@H]1CCCNC1,0
C[C@@H]1C[NH2+]CO1,0
FC1CC1,0
Cc1ccncn1,0
O=C1CCCCCOC=CC=CCCNC(=O)CN1,0
CC1C(=O)C=CC(C)(C)C1O,0
FC1(F)CCOC1,0
CCCCCCCCCCC[C@@H](O)CC=O,0
O=C1CCC=CC=COCCCCCNC(=O)CN1,0
C[C@H]1CC(=O)NC(=[NH2+])N1,0
CCCC[C@@H](CC)C(=O)NO,0
COCO,0
CC[N@H+](C)NC(=O)CC(C)(C)C,0
C=C1CC[C@@H](O)C[C@@H]1O,0
O=S1(=O)C=C[C@@H](O)CN1,0
C[C@@H](O)CC(=O)N=O,0
CC[C@@H](O)[C@@H](O)CC,0
CC1CCC[C@H]1O,0
Cc1cnn[nH]1,0
O[C@@H]1CCC[C@@H]1O,0
C[C@H]1CCC[C@@H]([NH3+])C1,0
CC1C=NC(=O)NC1=O,0
Cc1ccnc(S)c1,0
O[C@@H]1COCC[C@H]1F,0
Cc1cccc(N)c1N,0
C[C@@H]1OC(=O)[C@H](O)[C@H](O)[C@H]1O,0
C[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,0
Cn1ccc(N)n1,0
O=C([O-])C[P+](=O)(=O)[O-],0
OC1[C@H](O)CCC[C@H]1O,0
Nc1cccc(Br)c1N,0
Sc1ncn[nH]1,0
O=C([O-])[C@H](O)C[C@H](O)C[C@@H](O)[C@H](O)[C@H](O)CO,0
C[C@H](O)CC=O,0
NC(=O)CCCCC[NH3+],0
c1cnsn1,0
CC1CCCC1(C)C,0
CC1=NNC(=O)C1,0
Cc1cccc(=S)n1O,0
ON1C=CC=CC1S,0
O=C([O-])CC[P+](=O)(=O)[O-],0
O=C([O-])C(O)C(=O)[O-],0
C=CS(=O)(=O)[O-],0
C[C@@H](O)[C@](C)(O)C(=O)[O-],0
C[C@@H](O)[C@@H](O)C(=O)[O-],0
CC1[NH2+]CCC[NH2+]1,0
O=C1CC=CC1,0
O=[P@]([O-])(O[P@@](=O)([O-])O)O[P@](=O)([O-])O,0
Cc1cc(C)nc(N)n1,0
CC1OC=CC1=O,0
Oc1ccc(Cl)cc1Br,0
O=C([O-])[C@@H](O)C[C@H](O)[C@@H](O)C(=O)[O-],0
O=C([O-])C(Cl)Cl,0
CC1=NC(=O)CCN1,0
Cc1cc(C)n(O)c(=S)c1,0
NC1=NCCO1,0
O=C([O-])C(=O)CCC[C@@H](O)[C@H](O)[C@H](O)CO,0
C[C@@H](O)[C@@H](O)C(=O)CO,0
O=C([O-])C(=O)[O-],0
[NH3+]C1CCC1,0
O=C(NO)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-],0
FC(F)(F)CCl,0
OC(F)F,0
C[C@@H](O)[C@@](C)(O)C(=O)[O-],0
O[C@H]1[C@H](O)C[NH+]=C[C@@H]1O,0
C1=[NH+]NN=N1,0
Clc1ncc[nH]1,0
CN1C=CCCC1=O,0
OC(O)(C(F)(F)F)C(F)(F)F,0
CC(=O)CCO,0
O[C@@H]1COC[C@H]1O,0
O=[P@]([O-])(O)O[P@](=O)([O-])C(Br)(Br)[P+](=O)(=O)[O-],0
ON1CC=CCC1=S,0
Oc1ccncc1,0
O=C1N=CC(I)C(=O)N1,0
CC(O)C(=O)[O-],0
C[C@H](O)[C@](C)(O)C(=O)[O-],0
O=[P@@]([O-])(O[P@@](=O)(S)CO)O[P+](=O)(=O)[O-],0
O=C1CCCS1,0
C[C@@H](O)[C@@H](O)[C@@H](O)C=O,0
Nc1ccc(N)[nH]1,0
Nc1cccc(F)c1,0
[NH3+][C@@H]1[C@@H](O)[C@H](O)CO[C@@H]1O,0
Brc1cnc[nH]1,0
C#CCCC,0
CC(C(=O)[O-])C(=O)[O-],0
CC(C)/N=C\[C@H](C)O,0
O=[N+]1C=CC=CC1=S,0
Cc1ccc(=S)n(O)c1,0
CSC[S@](C)=O,0
CC1[C@@H](O)[C@H](O)[C@@H](O)C[C@@H]1O,0
[NH3+]C(CC(=O)[O-])(CC(=O)[O-])C(=O)[O-],0
[NH3+][C@@H]1CONC1=O,0
Cc1ccon1,0
O[C@@H]1C[C@H](O)C[C@@H](O)[C@H]1O,0
O=C([O-])[C@H](O)[C@@H](O)C[C@H](O)CO,0
Ic1ncc[nH]1,0
CC1(C)NC(=[NH2+])NC1=O,0
O=C([O-])C[C@H](C(=O)[O-])[C@@H](O)C(=O)[O-],0
O[C@H]1[C@H](O)COC[C@@H]1F,0
CC(C)C[C@H]([NH3+])C(=O)NO,0
Cc1ccoc(=O)c1,0
O=C1C[C@H](O)CCC1O,0
C[C@@H](O)C=O,0
Cc1nccs1,0
CCCCCCCCCCCCCCCC,0
CC(N)=[NH2+],0
O=C1CSC(=S)N1,0
CC[C@H](O)CO,0
O=C([O-])CCCC[P@](=O)([O-])O,0
C[C@@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@H]1O,0
Cc1cc(=O)[nH]c(=O)[nH]1,0
C[C@H](O)C(=O)[O-],0
CC1NC=CC([NH3+])[NH2+]1,0
CC1CSC[NH2+]1,0
NP(=O)(O)O,0
NC[P@@](=O)([O-])O,0
Oc1cccc(O)c1O,0
O=[P@]([O-])(O[P+](=O)(=O)[O-])O[P@@+](=O)(O)=S,0
CO[P@](=O)([O-])CO,0
CCCCCCCC(=O)[O-],0
O=C([O-])CCCCCCCC(=O)[O-],0
O[C@@H]1C[NH2+]C[C@@H](O)[C@H](O)C1,0
O=c1cccc(O)[nH]1,0
C[P@](=O)([O-])CC(=O)CC(=O)[O-],0
O=C([O-])CS(=O)(=O)[O-],0
CNC(NC)=[NH+]CCCCC=O,0
O=[P@]([O-])(O)OS(=O)(=O)[O-],0
CNC(=S)NNC=O,0
C#CCCCC,0
O=C1C=CN=CC1,0
C1=NC=NCC1,0
Oc1ccc(F)cc1O,0
O=c1cc[nH]cc1,0
O=C1CCC=NN1,0
CCC[SH](=O)=O,0
C=C(C)CC,0
NC1=CC=CCC1,0
C/C=C/O,0
OC1C=CCOC[C@@H]1O,0
OC1CC=CC[C@@H]1O,0
[NH3+][C@@H](CCCCC(O)O)C(=O)[O-],0
[NH3+][C@@H](CCCC[N+](=O)[O-])C(=O)[O-],0
C[P@@](=O)([O-])O[P@@](=O)([O-])O,0
CCC[C@H](C)[C@H]([NH3+])[P+](=O)(=O)[O-],0
CC(=O)[C@@H](O)[C@@H](C)O,0
CC1=CC(O)=CC(C)(C)[C@H]1O,0
O=C1NCC[C@H](O)[C@@H]1O,0
CCCCCCCCCCCCCCC[C@@H](O)CC,0
C1=CNCSC1,0
O=C1CCN1,0
Cc1cccn(O)c1=S,0
C1=NC=NNC1,0
Cc1ncnc(N)n1,0
CC(C)(CO)[C@@H](O)C(=O)[O-],0
CC(C)CCC[C@@H](C)CCCC(C)CCCCC(C)CCC[C@H](C)CCCC(C)C,0
O[C@H]1CCC[NH2+]1,0
[NH3+][C@H]1CSSCCNC(=O)CNC(=O)CNC(=O)CNC1=O,0
Cc1ccn(O)c(=S)c1,0
O=C1NCCNC1=O,0
C[C@H]1CCNC1,0
CC(C)C[C@@H](C=O)C(=O)NO,0
O=C1CC=NN1,0
CCN(O)C=O,0
O=C1NCC(F)=C(O)N1,0
[NH3+]CCCCC=O,0
O=C1CC(=O)NC(=O)N1,0
CCCCC(N)=[NH2+],0
O=C([O-])C(O)(C(F)(F)F)C(F)(F)F,0
C=[N+]1C=CNC1,0
O=C1C=CC=CCC1=O,0
CC(C)CCC(=O)N[N+](C)(C)CC=O,0
[NH3+][C@@H]1C=C[C@@H](O)[C@H](O)C1,0
CCCC(N)=[NH2+],0
CC1=C(O)NC(=O)NC1,0
O=C(CO)[C@@H](O)[C@H](O)CF,0
NS(=O)(=O)[O-],0
O[C@@H]1C[NH2+]C[C@@H](O)C1,0
[NH3+][C@H](CCC=O)C(=O)[O-],0
O=C1NC[C@@H](O)[C@H]1O,0
[NH3+][C@@]1(O)C=CNC(=O)N1,0
CC[C@H]([NH3+])CC=O,0
C[C@@H]1N=CN[C@H]1C,0
O=[P@]([O-])(O[P@@](=O)([O-])O[P+](=O)(=O)[O-])O[P@@](=O)([O-])O,0
O=P([O-])(O[P@](=O)([O-])O)O[P+](=O)(=O)[O-],0
C[C@@H](O)CC(N)=O,0
O=C([O-])C(=O)CCO,0
O=C1CNS(=O)(=O)N1,0
C/C=C\O,0
Cc1cc(N)ccc1O,0
C1CSCS1,0
O[C@@H]1C=C(F)[C@@H](O)[C@H](O)C1,0
NC(=[NH2+])S,0
CC[C@@H](O)CC=O,0
CCCCCCCCCCCC=O,0
O[C@@H]1CO[C@@H](O)C[C@H]1O,0
CN(C=O)N=O,0
Nc1ccc(Br)cc1,0
O=c1[nH]cccc1O,0
OC1CCC[C@@H](O)[C@H]1O,0
OC1C[NH2+]C[C@@H](O)[C@H]1O,0
O=C1C=CC=CC1,0
C=C(C=O)CC,0
O[C@H]1[C@H](O)CC[NH2+]C[C@H]1O,0
O=C1C=COC[C@H]1O,0
Cc1cocn1,0
O[C@H]1[C@H](O)CC=C[C@@H]1O,0
O=CC[NH2+]O,0
Oc1ccc(Br)c(O)c1Br,0
C[C@H]([NH3+])[P+](=O)(=O)[O-],0
CC(C)C[C@H](Cl)C(=O)[O-],0
CC1C=COC1=O,0
C1=CCOC=C1,0
C1=COC=CN1,0
C[C@@H](C[C@H](C[C@@H](CCC(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-],0
C/C1=C\[C@H](C)[C@@H](O)CC[C@@H](C)CCC(=O)CNC(=O)/C(C)=C/C=C\CC1,0
CC(C)CC(=O)C(=O)[O-],0
Cc1c(Cl)ncnc1Cl,0
O=C1C[C@@H](O)[C@H](O)CN1,0
O=C1CCC(=O)NN1,0
O[C@@H]1[C@@H](O)[C@@H](O)OC[C@@H]1O,0
C/C1=C\[C@H](C)[C@@H](O)CC[C@@H](C)CCC(=O)CNC(=O)[C@@H](C)CCCCC1,0
O=C1NC[C@@H](O)[C@H](O)[C@H]1O,0
C=C1CCOC1=O,0
CC1CC=CC1=O,0
C[C@@H](Cl)C(=O)[O-],0
CC(C)C[C@@H](Cl)C(=O)[O-],0
C1=[NH+]CCO1,0
Cc1ccc(O)c(I)c1,0
O=[PH](O)O,0
O[C@H]1[C@H](O)CO[C@@H]1O,0
O=C1C=CS(=O)(=O)N1,0
Cn1c(=O)cc[nH]c1=O,0
O=[P@@]([O-])(O)O[P@](=O)([O-])N[P+](=O)(=O)[O-],0
F[C@@H]1CCOC1,0
CCCCN(O)C(C)=O,0
CC1(C)CO1,0
Nc1cnc(Cl)c(N)n1,0
[NH3+]C1CC1,0
NC(=[NH2+])N/C=C\C[C@@H]([NH3+])C=O,0
CC1(C)C=NCC=N1,0
ON1CC=CC=C1S,0
C[C@@H]1OCC[C@H](O)[C@H]1O,0
CC(C)C[C@@H](C=O)CS(C)(=N)=N,0
CC(C)(C=O)CCl,0
[NH3+][C@@H](CCS)C(=O)[O-],0
CCC[C@@H](C)[C@H]([NH3+])[P+](=O)(=O)[O-],0
C[C@H](C[P+](=O)(=O)[O-])C(=O)[O-],0
NC(=[NH2+])N/C=C/CCC(=O)[O-],0
CC1(C)CCC[NH2+]C1,0
C1CC[NH+]C1,0
CCCCC[C@H](O)CC,0
Cc1cc(C)cc(C)c1,0
O=C([O-])CC[C@H](O)C[C@@H](O)[C@H](O)[C@H](O)CO,0
CCC(C)CO,0
O=C([O-])C(=O)C[P+](=O)(=O)[O-],0
C[C@H]1C[NH2+]CCN1,0
O[C@H]1C[NH2+]C[C@@H]1O,0
O=CS,0
CC(C)(CO)[C@@H](O)C=O,0
O=N[NH+]=O,0
C[C@@H]1C[C@H](O)CCO1,0
O=C[C@H](O)CCO,0
O=C1NC=C[C@H]1O,0
C1=NNC=[NH+]1,0
O=CO,0
FC1(F)CCCCC1,0
C1=NCCNCC1,0
C[C@H](Cl)C(=O)[O-],0
[NH3+][C@H](CS)C(=O)[O-],0
O=CCC(=O)[O-],0
CCCS,0
CN1CC=CCC1,0
[NH3+][C@H](CCC[C@H]([NH3+])C(=O)[O-])C(=O)[O-],0
Cc1c(N)ncnc1Cl,0
CC(=O)C(O)(O)[C@H](C)O,0
Cc1cccc(S)c1,0
C[C@@H](O)[C@@H](O)[C@H](O)C(=O)[O-],0
O[C@H]1[C@@H](O)COC[C@@H]1F,0
C[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-],0
CC[C@H](C)C(=O)[O-],0
CC1(C)C=NC=CN1,0
[NH3+]C1CC=CC1,0
CCCCCCCCCCC(=O)[O-],0
NC(=O)CCO,0
[NH3+][C@@H](C[C@@H](CCC=O)C(=O)[O-])C(=O)[O-],0
Oc1ccccn1,0
NC(=O)C[C@H]([NH3+])C=O,0
OC(C(F)(F)F)C(F)(F)F,0
O=S1(=O)NC=CN1,0
N#CS,0
CC(C)[C@H](O)[C@@H](O)C(=O)N[P@@](=O)([O-])O,0
N[P@](=O)([O-])O,0
CC[C@@](C)(O)CBr,0
Nc1ccccc1O,0
O=C(NO)[C@@H](F)[P+](=O)(=O)[O-],0
Cc1ccc(S)c(S)c1,0
CC(C)C[C@H](N[P+](=O)(=O)[O-])C(N)=O,0
O=C1CCCCCC1,0
C[N@H+]1CCC[C@H](O)C1,0
C/C1=C\[C@H](C)[C@@H](O)CC[C@H](C)CCC(=O)CNC(=O)/C(C)=C/C=C\CC1,0
CC1CCNC1,0
O=c1cccn[nH]1,0
C[C@H]1C[NH2+]CCCN1,0
C[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CC(=O)C(=O)[O-],0
C=CC=O,0
O=P([O-])(O[P@](=O)([O-])O)O[P@](=O)([O-])O,0
NCC[NH3+],0
N=C=S,0
CN1C[C@@H](O)[C@@H](O)C1=O,0
O[C@H]1[C@H](O)[C@@H](O)OC[C@H]1O,0
[NH3+]CCC=O,0
O[C@H]1[C@H](O)CC[NH2+][C@H]1O,0
CC(C)(C)[C@@H]([NH3+])C=O,0
CC1(C)CCCCC=CCNC(=O)OCCNC(=O)CNC(=O)OC1,0
O[C@H]1CCC[NH2+][C@@H]1O,0
CC(C)C[C@H]([NH3+])[C@H](C)O,0
OCCCCCCCCCCCCBr,0
CCCCCCCCCCCCC(=O)[O-],0
Oc1ccccc1F,0
Cc1c(F)cncc1F,0
O=c1cc[nH]c(=S)[nH]1,0
CC(C)CC(=O)C(O)(O)[C@H](C)O,0
CCCC(=O)O,0
C[C@H](CC(=O)CO)C(=O)[O-],0
O=C1CCC=CN1,0
O[C@@H]1[C@@H](O)[C@@H](O)CN[C@H]1O,0
O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,0
O=C1CC[C@@H](O)N1,0
Cc1cc(O)ccc1Cl,0
O=C1CC=CC=CCCNC(=O)CN1,0
O=[P@@]([O-])(O)N[P@@](=O)([O-])O[P+](=O)(=O)[O-],0
CC[C@H](C)CC(=O)O,0
FCCCF,0
C[C@H](C(=O)[O-])[P+](=O)(=O)[O-],0
O=c1cc(Cl)[nH]c(=O)[nH]1,0
CN1C=CC=CC1,0
CC[C@@H](C)C(=O)[O-],0
O[C@@H]1[C@H](O)OCC[C@@H]1O,0
CC(C)CCC(=O)O,0
CC1=CC(=O)CC(C)(C)[C@H]1O,0
CN1CNC=CC=N1,0
C1CN[NH2+]C1,0
CC1(C)CCC(C)(C)CC1,0
O[C@@H]1C[NH2+][NH2+]C[C@@H]1O,0
C[SH+]N,0
O=C1CN1,0
Brc1ccncc1,0
OC1=CC=CCC1,0
NS(=O)(=O)NO,0
C1=C[NH+]=CC=N1,0
OC1=CC=NCC1,0
S=c1cccc[nH]1,0
CC(C)C[C@@H](C=O)CS,0
Cc1ccc(O)c(S)c1,0
C[N+]1(C)CC=CCC1,0
C[C@@H](CO)CCC[P@](=O)([O-])O[P+](=O)(=O)[O-],0
CC[C@@](C)(O)CC(=O)[O-],0
C=C1CCCC1,0
O[C@@H]1CCC[NH2+]1,0
O[C@@H]1C[NH2+]OC[C@H]1O,0
O=[P@]([O-])(O[P@@](=O)([O-])O[P@@](=O)([O-])O)O[P@](=O)([O-])O,0
Brc1cc[nH]c1Br,0
C[C@H]1NC(=O)CCNC(=O)CCNC(=O)CN(C)C(=O)CNC1=O,0
Cc1ccc(O)cn1,0
C1=CCC[NH2+]CC1,0
O=c1cc[nH]cn1,0
C[C@@H]([NH3+])C(=O)NO,0
CC[C@H](C)C=O,0
Nc1c(O)[nH]c(=O)[nH]c1=O,0
O[C@H]1[C@H](O)CC[NH2+]C[C@@H]1O,0
O=C1CC=CC(=O)OCC/C=C/CCCC1,0
C[C@H]([NH3+])[P@@](=O)([O-])C[C@H](CC(=O)[O-])C(=O)[O-],0
C[C@H](O)[C@@H](O)C(=O)NO,0
CCCCCCC(=O)[O-],0
Nc1ccc(N)cc1,0
C[C@@H]1NC(=O)CNC(=O)[C@@H]([NH3+])CSSCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC1=O,0
C1=CNC=CN=C1,0
O=[P@]([O-])(N[P+](=O)(=O)[O-])O[P+](=O)(=O)[O-],0
O[C@H]1CC[C@@H](O)OC1,0
Cc1cccc(C)c1Cl,0
C1CSCCN1,0
OC1CCC=[NH+]1,0
C1=[NH+]CCN1,0
CC1(C)C=CNC1,0
C[C@H](S)C(=O)[O-],0
C[P@](=O)([O-])O,0
C[n+]1cnccc1N,0
[NH3+][C@@H]1[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O,0
[NH3+][C@H](CCCCC(=O)[O-])C(=O)[O-],0
C[NH+]1C(C)(C)CCCC1(C)C,0
O=CNNC=O,0
BrC1=C(Br)C(Br)=C(Br)CC1,0
O=C1CCSSCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,0
C1=NC=NCN1,0
O[C@@H]1[C@H](O)CC[C@@H]1O,0
CC(N)=S,0
O=[P@@]([O-])(O[P@](=O)([O-])O[P@](=O)([O-])O)O[P@@](=O)([O-])O[P@@](=O)([O-])O,0
C/C1=C\[C@H](C)CCC[C@H](C)CCC(=O)CNC(=O)/C(C)=C/C=C\[C@H](C)C1,0
CC[C@@H](O)C[C@H](C=O)CC(C)C,0
O[C@H]1[C@H](O)CC[NH2+][C@@H]1O,0
N[P@@](=O)([O-])O[P@@](=O)([O-])O,0
C[C@H](CS(C)(=N)=N)C(=O)[O-],0
CCC[C@H](CS)C(=O)[O-],0
CC1=CC(=O)OCC1,0
O[C@H]1[C@H](O)CC[C@@H]1O,0
O=C1CCCCC/C=C/CCOC(=O)CCC1,0
C[C@H](CCC[NH3+])C(=O)[O-],0
Nc1nc(=O)cc[nH]1,0
C[C@@H](O)[C@@H](O)[C@H](O)C(=O)N=O,0
CCCCCCCCO,0
S=c1[nH]cc[nH]1,0
C[C@H](O)[C@H](O)[C@@H](C)O,0
C1C[NH2+]CCSC1,0
C1C[NH2+]CSC1,0
C1C[NH2+][NH2+]C1,0
CCC(O)([P+](=O)(=O)[O-])[P+](=O)(=O)[O-],0
Cc1ccsc1C,0
O=CCCCCCCC(=O)NO,0
O=C1C=CNCN1,0
O=C(O)CCS,0
C[C@H](CC(O)(O)C[N+](=O)[O-])C(=O)[O-],0
C[C@H](C[N+](=O)[O-])C(=O)[O-],0
CC1=C(N)C=C[C@@H](C)C1=O,0
CC[C@@H](O)C[N+](C)(C)NC=O,0
Oc1cncnc1O,0
CC[C@@H](O)CCCC(=O)[O-],0
C1CNCCNC1,0
OC1=C(O)[C@H](O)OC1,0
OC=CO,0
O=[P@@]([O-])(O[P@@](=O)([O-])S)O[P@](=O)([O-])O,0
C[C@@H](O)C[C@H](O)[C@@H](O)[C@@H](O)CO,0
CCCC(F)(F)F,0
CN(NC(=O)CC(C)(C)C)C(=O)CC[C@](C)(O)C=O,0
CS(N)(=O)=O,0
C1=COCCC=N1,0
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0
O=c1[nH]cc(I)c(=O)[nH]1,0
O=C1CCCCO1,0
O=P1([O-])OCCO1,0
CC1(C)COC(=O)CCCCCCCCCCCOC(=O)CNC(=O)C1=O,0
O=C(NO)[C@H](O)[C@H](O)CO,0
C[C@@H](O)C[C@H](O)[C@@H](O)[C@H](O)CO,0
O=S1(=O)C=CC(O)N1,0
CCCC(C)(C)C(=O)[O-],0
C1=[NH+]CCC1,0
O=C1C=CCC=N1,0
CCC[C@H](N[P@](C)(=O)[O-])C(=O)[O-],0
CC[P@](=O)([O-])CCC=O,0
Oc1cc(Cl)cc(Cl)c1O,0
C=C(C)CCC[C@H](C)CC[NH3+],0
C[C@H]1CCCCN1,0
C1CNCCOC1,0
CC1(C)OC=CNC1=O,0
CCC(=O)S,0
O=C1CCS(=O)(=O)N1,0
O[C@H]1CCCC[C@@H]1O,0
C[C@@](O)(C=O)C[SH](=O)=O,0
C1=CCNN=C1,0
CC(C)C[C@@H]([NH3+])[C@H](O)C=O,0
C[P@@](=O)([O-])CC=O,0
CC(=O)N(O)CCCCO,0
O=[P@]([O-])(O[P@](=O)([O-])O)O[P@](=O)([O-])S,0
C[N@H+]1CCCNCC1,0
O=C1CC(=O)NN1,0
O[C@@H]1C[NH2+][NH2+]C[C@H]1O,0
O=C1C=CC=C1,0
N[N+](=O)[O-],0
CCCCCCC(=O)N=O,0
Cc1cscc1Br,0
[NH2+]=c1[nH]ncs1,0
CCCCCCC(C)=O,0
CCCCCC[C@@H](O)CCCC(=O)[O-],0
O=C1C=CC=C(O)C1,0
CC(C)CCO,0
C1CCNNCC1,0
CC1CCC(O)C[C@H](O)[C@@H](C)COC(=O)CNC(=O)C(O)C(O)OCCC[C@@H](C)C1,0
C1=CNCCC=N1,0
NC(N)=[NH+]CC(=O)[O-],0
O=C1CC=NCN1,0
N[P@]1(=O)C=CNC(=O)N1,0
O=C1CC=CCO1,0
C[C@@H]1CCC=CS1(=O)=O,0
CC(C)(C)S(C)(=O)=O,0
O[C@@H]1CC[NH2+]C[C@@H]1O,0
C[N+]1(C)CCCC1,0
Nc1c(Cl)cccc1Cl,0
Cc1cc(=O)[nH]cn1,0
O=S1(=O)C=C[C@H](O)N1,0
CCCCC[C@H](S)C=O,0
NC(N)=NO,0
O=C1C=CCCO1,0
C1CCCNCC1,0
C1COC1,0
O=C([O-])CC[P@](=O)([O-])CC(=O)CC(=O)[O-],0
S=CS,0
O=C1C=CC(=O)C1,0
C1=CCOCCCCOC=CCSCC=C1,0
Brc1cccs1,0
CCCCCCCCCCC=O,0
C1=CCOCCC1,0
O[C@@H]1CCCCN1,0
CC1(C)CCCC(C)(C)C1,0
C1=CSCN1,0
C[P@@](N)(=O)[O-],0
[NH3+][C@@H](CC[P@](=O)([O-])C[C@@H](CCC(=O)[O-])C(=O)[O-])C(=O)[O-],0
O=[P@@]([O-])(O)S,0
CC(C)[C@@H](C=O)CCO,0
Cc1ccncc1,0
F[C@@H]1CC[NH2+]C1,0
CCC(=O)[C@H](O)[C@H](C=O)C(C)C,0
C[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO,0
CC1=CCCN1,0
CC(C)C[C@@H](C=O)N[P@@](=O)([O-])O,0
S[C@H]1CCNC1,0
CC[C@@H]([NH3+])C[C@@H](C)C=O,0
Oc1c(Br)cccc1Br,0
CN1CC(=O)NC1=[NH2+],0
O=[SH](=O)NO,0
CCCC(C)C,0
C[C@H]1OCC[C@@H](O)[C@H]1[NH3+],0
CCCCCCC=O,0
Cn1ccccc1=O,0
C[N+]1(C)CCCCC1,0
C[N+]1(C)CC=CC1,0
Oc1c(Cl)cc(Cl)cc1Cl,0
FCF,0
C1C[NH+]CCN1,0
CCCC[SH](=O)=O,0
NC1=CCCN1,0
CCC(=O)NO,0
Oc1cc(Cl)c(Cl)cc1O,0
[NH3+]CC[P+](=O)(=O)[O-],0
C[C@H]1CC=CS(=O)(=O)NC1,0
Cc1ccns1,0
O=CC(F)F,0
C[n+]1ccncc1,0
O=C1CSC(=O)N1,0
